2	4	9e-06	1e-06
4	16	1.2e-05	1e-06
6	36	5.4e-05	1e-06
8	64	4.8e-05	2e-06
10	100	3.1e-05	3e-06
12	144	3e-05	4e-06
14	196	8e-05	7e-06
16	256	8.4e-05	8e-06
18	324	5.9e-05	1.1e-05
20	400	6.9e-05	1.5e-05
22	484	8.2e-05	2e-05
24	576	9.1e-05	2.4e-05
26	676	0.00014	3.1e-05
28	784	0.00012	3.8e-05
30	900	0.000133	4.8e-05
32	1024	0.000148	5.7e-05
34	1156	0.00017	6.9e-05
36	1296	0.000182	8.3e-05
38	1444	0.000201	9.8e-05
40	1600	0.000226	0.000115
42	1764	0.000241	0.00018
44	1936	0.000274	0.000155
46	2116	0.000297	0.000177
48	2304	0.000316	0.000202
50	2500	0.000419	0.000228
52	2704	0.00038	0.000256
54	2916	0.000422	0.000331
56	3136	0.000465	0.000323
58	3364	0.000509	0.000359
60	3600	0.000535	0.000398
62	3844	0.000578	0.000485
64	4096	0.000643	0.000487
66	4356	0.000703	0.000535
68	4624	0.000761	0.000622
70	4900	0.000824	0.000639
72	5184	0.000861	0.000695
74	5476	0.000928	0.000761
76	5776	0.001001	0.000821
78	6084	0.001089	0.00107
80	6400	0.001182	0.001001
82	6724	0.001262	0.001035
84	7056	0.001372	0.001117
86	7396	0.001375	0.00124
88	7744	0.001512	0.00131
90	8100	0.001603	0.001406
92	8464	0.001768	0.001522
94	8836	0.001827	0.001628
96	9216	0.001933	0.001734
98	9604	0.002057	0.001848
100	10000	0.002227	0.001951
102	10404	0.002311	0.002085
104	10816	0.00243	0.002193
106	11236	0.002586	0.002392
108	11664	0.002711	0.002469
110	12100	0.002867	0.002634
112	12544	0.00306	0.002837
114	12996	0.003176	0.002994
116	13456	0.003659	0.003209
118	13924	0.003575	0.003318
120	14400	0.003951	0.003505
122	14884	0.003915	0.00369
124	15376	0.00408	0.003854
126	15876	0.004411	0.004101
128	16384	0.004489	0.004243
130	16900	0.004668	0.004422
132	17424	0.004869	0.004704
134	17956	0.005072	0.004835
136	18496	0.005362	0.00515
138	19044	0.005754	0.005604
140	19600	0.0058	0.005638
142	20164	0.00606	0.005817
144	20736	0.006292	0.006083
146	21316	0.006493	0.00646
148	21904	0.006847	0.006746
150	22500	0.007035	0.006941
152	23104	0.007321	0.007171
154	23716	0.007471	0.007456
156	24336	0.007898	0.007908
158	24964	0.008123	0.008099
160	25600	0.008536	0.008378
162	26244	0.008654	0.00877
164	26896	0.008994	0.009151
166	27556	0.009306	0.009424
168	28224	0.009776	0.009512
170	28900	0.010141	0.010131
172	29584	0.010525	0.010714
174	30276	0.010575	0.010997
176	30976	0.010881	0.011116
178	31684	0.011319	0.011618
180	32400	0.011896	0.012103
182	33124	0.012067	0.012441
184	33856	0.012851	0.012962
186	34596	0.012913	0.014139
188	35344	0.013931	0.013942
190	36100	0.014009	0.014218
192	36864	0.014199	0.014633
194	37636	0.014684	0.015146
196	38416	0.015084	0.015613
198	39204	0.015391	0.016237
200	40000	0.016344	0.01661
202	40804	0.016985	0.016913
204	41616	0.017016	0.017636
206	42436	0.017467	0.018111
208	43264	0.017992	0.018657
210	44100	0.018402	0.019225
212	44944	0.019172	0.019974
214	45796	0.019736	0.020369
216	46656	0.02016	0.021024
218	47524	0.020591	0.021528
220	48400	0.021049	0.022102
222	49284	0.021741	0.022663
224	50176	0.022115	0.023179
226	51076	0.022614	0.023815
228	51984	0.023495	0.024466
230	52900	0.024569	0.025071
232	53824	0.024671	0.026103
234	54756	0.025265	0.026902
236	55696	0.02601	0.027342
238	56644	0.026617	0.028
240	57600	0.027436	0.028795
242	58564	0.028029	0.029824
244	59536	0.028993	0.030273
246	60516	0.029308	0.030977
248	61504	0.030204	0.031732
250	62500	0.031138	0.032939
252	63504	0.031779	0.033316
254	64516	0.033624	0.034169
256	65536	0.033388	0.034909
258	66564	0.033633	0.035726
260	67600	0.035417	0.037212
262	68644	0.035648	0.037441
264	69696	0.036806	0.038953
266	70756	0.037373	0.039361
268	71824	0.039188	0.040227
270	72900	0.039461	0.041216
272	73984	0.040643	0.041946
274	75076	0.040873	0.04291
276	76176	0.042883	0.044382
278	77284	0.042642	0.044973
280	78400	0.04399	0.045804
282	79524	0.044806	0.046847
284	80656	0.046537	0.047877
286	81796	0.046968	0.048916
288	82944	0.048005	0.049813
290	84100	0.048413	0.050912
292	85264	0.050298	0.051974
294	86436	0.05035	0.052904
296	87616	0.051924	0.054427
298	88804	0.052694	0.055238
300	90000	0.054099	0.056643
302	91204	0.054319	0.057454
304	92416	0.056289	0.059114
306	93636	0.058572	0.060633
308	94864	0.058525	0.062016
310	96100	0.059103	0.062572
312	97344	0.061162	0.065835
314	98596	0.062467	0.065164
316	99856	0.062963	0.065831
318	101124	0.063696	0.066624
320	102400	0.065305	0.068751
322	103684	0.0662	0.069286
324	104976	0.068162	0.071697
326	106276	0.068218	0.072627
328	107584	0.071923	0.074225
330	108900	0.070725	0.074578
332	110224	0.073166	0.076821
334	111556	0.073966	0.077869
336	112896	0.075283	0.079448
338	114244	0.0764	0.080951
340	115600	0.078566	0.084419
342	116964	0.078828	0.083959
344	118336	0.081183	0.086089
346	119716	0.081938	0.088145
348	121104	0.084997	0.089195
350	122500	0.084801	0.089703
352	123904	0.087371	0.092515
354	125316	0.087347	0.092611
356	126736	0.089208	0.095822
358	128164	0.090093	0.096739
360	129600	0.092687	0.098152
362	131044	0.093918	0.100593
364	132496	0.095766	0.101406
366	133956	0.096303	0.103742
368	135424	0.099405	0.10475
370	136900	0.100087	0.107052
372	138384	0.103704	0.108778
374	139876	0.10159	0.110181
376	141376	0.105264	0.112295
378	142884	0.10611	0.114455
380	144400	0.108256	0.116851
382	145924	0.112529	0.119412
384	147456	0.114332	0.120626
386	148996	0.112545	0.120792
388	150544	0.115239	0.12422
390	152100	0.115989	0.124373
392	153664	0.119706	0.129529
394	155236	0.120033	0.129741
396	156816	0.122508	0.131974
398	158404	0.123374	0.134118
400	160000	0.126408	0.135598
402	161604	0.126623	0.137167
404	163216	0.129612	0.13966
406	164836	0.129502	0.140307
408	166464	0.134671	0.143577
410	168100	0.134494	0.145289
412	169744	0.138517	0.147602
414	171396	0.139031	0.1496
416	173056	0.141354	0.153045
418	174724	0.141914	0.153278
420	176400	0.144782	0.157589
422	178084	0.147081	0.158819
424	179776	0.149485	0.161377
426	181476	0.15037	0.162141
428	183184	0.154955	0.166909
430	184900	0.155483	0.168461
432	186624	0.157999	0.170023
434	188356	0.159993	0.172639
436	190096	0.163289	0.179428
438	191844	0.162682	0.176301
